synset,pos,name,src
13435770-n,n,autocatalysis,eng30
12888016-n,n,penstemon_rydbergii,eng30
10914658-n,n,crawford,eng30
10914548-n,n,crawford,eng30
03062461-n,n,codeine,eng30
15107876-n,n,blende,eng30
15103226-n,n,iron_manganese_tungsten,eng30
14322106-n,n,prickly_heat,eng30
10248198-n,n,latitudinarian,eng30
12545635-n,n,"bird's_foot_clover",eng30
04017993-n,n,p-type_semiconductor,eng30
03570838-n,n,inhalation_general_anaesthetic,eng30
12486397-n,n,genus_linum,eng30
00676453-n,n,minimally_invasive_coronary_bypass_surgery,eng30
03107488-n,n,cords,eng30
05310351-n,n,alveolar_ridge,eng30
04448680-n,n,tolazoline,eng30
12143405-n,n,wild_emmer,eng30
11276100-n,n,ruth,eng30
11275952-n,n,ruth,eng30
07553964-n,n,ruth,eng30
06434368-n,n,ruth,eng30
00691648-n,n,sex-change_operation,eng30
10043024-n,n,eclecticist,eng30
07624339-n,n,tartlet,eng30
01114824-n,n,sale,eng30
01117541-n,n,sale,eng30
01117723-n,n,sale,eng30
14564306-n,n,sale,eng30
06527851-n,n,sale,eng30
15128363-n,n,ordovician_period,eng30
02877266-n,n,nursing_bottle,eng30
10197392-n,n,ideologist,eng30
12394494-n,n,genus_parietaria,eng30
05027529-n,n,weightiness,eng30
08994834-n,n,jeddah,eng30
04561422-n,n,water_mill,eng30
10783881-n,n,wire-puller,eng30
11934807-n,n,new_york_aster,eng30
00278810-n,n,chewing,eng30
05544432-n,n,sutura_internasalis,eng30
14610443-n,n,arsenide,eng30
02246011-n,n,homopterous_insect,eng30
00507887-n,n,fan_tan,eng30
10197967-n,n,bum,eng30
10853767-n,n,leonard_bloomfield,eng30
14560538-n,n,disrepair,eng30
01581984-n,n,nucifraga_columbiana,eng30
01798979-n,n,heath_hen,eng30
01410109-n,n,family_zygnemataceae,eng30
11020721-n,n,woodrow_wilson_guthrie,eng30
01450281-n,n,family_holocentridae,eng30
14144960-n,n,black_vomit,eng30
00552568-n,n,brouhaha,eng30
10217436-n,n,island-dweller,eng30
04020744-n,n,rest_stop,eng30
11605708-n,n,subdivision_coniferophytina,eng30
11400704-n,n,wynette,eng30
03057541-n,n,coat_button,eng30
01743449-n,n,pythonidae,eng30
06536227-n,n,statute_book,eng30
02152740-n,n,predatory_animal,eng30
02309242-n,n,instar,eng30
05090111-n,n,clearance,eng30
01141593-n,n,clearance,eng30
13822569-n,n,load_factor,eng30
05249420-n,n,inosculation,eng30
07453195-n,n,initiation,eng30
00240184-n,n,initiation,eng30
00156390-n,n,initiation,eng30
04385157-n,n,"tailor's_chalk",eng30
04158807-n,n,sea_boat,eng30
11818515-n,n,genus_vaccaria,eng30
10502329-n,n,rabbi,eng30
06341609-n,n,rabbi,eng30
02215161-n,n,sphecoid_wasp,eng30
07726009-n,n,split-pea,eng30
06897306-n,n,novial,eng30
09508809-n,n,danu,eng30
10757492-n,n,visualizer,eng30
10977542-n,n,francis_ii,eng30
01755581-n,n,diamondback_rattlesnake,eng30
01862399-n,n,female_mammal,eng30
02675885-n,n,acorn_tube,eng30
01683036-n,n,amphisbaenia,eng30
11837562-n,n,abronia_maritima,eng30
00253773-n,n,high_colonic,eng30
09693982-n,n,barbadian,eng30
10255348-n,n,letterer,eng30
02635154-n,n,barrelfish,eng30
07520925-n,n,swivet,eng30
11659248-n,n,saxe-gothea_conspicua,eng30
02020450-n,n,pedionomus,eng30
11067047-n,n,william_holman_hunt,eng30
01128266-n,n,vigilantism,eng30
11063061-n,n,howells,eng30
05554804-n,n,ring_of_color,eng30
13882883-n,n,dodecagon,eng30
02080146-n,n,harp_seal,eng30
09094217-n,n,annapolis,eng30
05008449-n,n,virility,eng30
03416775-n,n,m-1_rifle,eng30
05568767-n,n,nervus_ulnaris,eng30
04854389-n,n,injustice,eng30
07590320-n,n,gulyas,eng30
08181930-n,n,commonalty,eng30
14165909-n,n,iron_deficiency_anemia,eng30
08986691-n,n,katar_peninsula,eng30
08391387-n,n,home_reserve,eng30
15149763-n,n,fifties,eng30
15149642-n,n,fifties,eng30
05773548-n,n,thread,eng30
06275219-n,n,letter_telegram,eng30
04850117-n,n,justice,eng30
00694681-n,n,justice,eng30
03342262-n,n,finger_plate,eng30
04715308-n,n,socratic_irony,eng30
14338942-n,n,carditis,eng30
05111141-n,n,up-tick,eng30
12305819-n,n,blue_ash,eng30
15277462-n,n,sedimentation_rate,eng30
07258964-n,n,republication,eng30
14558995-n,n,ptosis,eng30
06088995-n,n,organic_chemistry,eng30
12742290-n,n,blighia_sapida,eng30
04694441-n,n,blot,eng30
11749112-n,n,granadilla_tree,eng30
05315095-n,n,conjunctiva,eng30
12429589-n,n,genus_albuca,eng30
11713628-n,n,cocculus,eng30
11496157-n,n,sea-level_pressure,eng30
12633061-n,n,toyon,eng30
08255508-n,n,fete_champetre,eng30
04566756-n,n,weathercock,eng30
13444131-n,n,catalysis,eng30
09448829-n,n,stressor,eng30
02148698-n,n,plecotus,eng30
10787470-n,n,adult_female,eng30
04449796-n,n,tolmetin_sodium,eng30
11094780-n,n,junkers,eng30
13403964-n,n,balance_sheet,eng30
09023321-n,n,spain,eng30
05733221-n,n,rating_system,eng30
13996300-n,n,subjugation,eng30
00089027-n,n,subjugation,eng30
10762212-n,n,waffler,eng30
09513065-n,n,ptah,eng30
02512938-n,n,food_fish,eng30
13040629-n,n,phallus_impudicus,eng30
12430471-n,n,ague_grass,eng30
05368594-n,n,glans_penis,eng30
04468005-n,n,train,eng30
08459648-n,n,train,eng30
08427629-n,n,train,eng30
07294777-n,n,train,eng30
04468476-n,n,train,eng30
01420655-n,n,phytomastigina,eng30
11193645-n,n,grandma_moses,eng30
04496404-n,n,tuille,eng30
08857260-n,n,sao_jose_dos_campos,eng30
04466169-n,n,traffic_island,eng30
11446934-n,n,diffraction,eng30
11957317-n,n,coreopsis_gigantea,eng30
04053677-n,n,range_hood,eng30
07450463-n,n,tea_party,eng30
01263711-n,n,enlisting,eng30
14228376-n,n,actinic_keratosis,eng30
07483622-n,n,apathy,eng30
10551265-n,n,iseult,eng30
03171910-n,n,defilade,eng30
11685621-n,n,silique,eng30
01907738-n,n,glass_sponge,eng30
05291373-n,n,musculus_abductor_digiti_minimi_pedis,eng30
12966581-n,n,xylaria,eng30
14077693-n,n,vacuolisation,eng30
01125562-n,n,misrule,eng30
12318782-n,n,california_black_walnut,eng30
03995265-n,n,power_cord,eng30
07834286-n,n,half-and-half_dressing,eng30
14610347-n,n,arsenic_acid,eng30
01044363-n,n,iconolatry,eng30
10132775-n,n,globetrotter,eng30
00865031-n,n,startle_response,eng30
08929102-n,n,nakuru,eng30
00869583-n,n,mathematical_process,eng30
01577941-n,n,crested_myna,eng30
14118423-n,n,juvenile_diabetes,eng30
14058770-n,n,demyelination,eng30
07993279-n,n,zoology,eng30
06083243-n,n,zoology,eng30
02163616-n,n,protura,eng30
12175797-n,n,genus_gossypium,eng30
06165364-n,n,predicate_calculus,eng30
15137890-n,n,holiday,eng30
15183428-n,n,holiday,eng30
05575185-n,n,musculus_rhomboideus_major,eng30
02466400-n,n,dorsal_fin,eng30
15210870-n,n,mar,eng30
11106479-n,n,horatio_herbert_kitchener,eng30
13227235-n,n,thelypteridaceae,eng30
07947255-n,n,common_people,eng30
04242315-n,n,slit_trench,eng30
05369566-n,n,ileocolic_vein,eng30
10965966-n,n,fallopio,eng30
04431745-n,n,pushpin,eng30
04992008-n,n,lilt,eng30
07623263-n,n,pie_crust,eng30
06742426-n,n,expounding,eng30
00567418-n,n,forehand,eng30
13931145-n,n,friendly_relationship,eng30
12622875-n,n,agrimonia,eng30
11262574-n,n,rilke,eng30
11705573-n,n,cinnamomum_loureirii,eng30
02151230-n,n,diphylla_ecaudata,eng30
14496451-n,n,cleanliness,eng30
04896161-n,n,cleanliness,eng30
07083136-n,n,undertone,eng30
05922809-n,n,undertone,eng30
04959567-n,n,undertone,eng30
12250413-n,n,diapensia_family,eng30
01840120-n,n,red-shafted_flicker,eng30
08301871-n,n,international_monetary_fund,eng30
07437870-n,n,allogamy,eng30
02105251-n,n,briard,eng30
02784124-n,n,banana_boat,eng30
04201618-n,n,shook,eng30
08779149-n,n,fiji,eng30
03563358-n,n,impedimenta,eng30
13414554-n,n,escrow,eng30
10920207-n,n,cyrus_the_elder,eng30
12833341-n,n,genus_sinningia,eng30
07347664-n,n,wave_shape,eng30
01566645-n,n,babbler,eng30
10095869-n,n,flatterer,eng30
02079389-n,n,earless_seal,eng30
05484862-n,n,posterior_pituitary_gland,eng30
05025693-n,n,inertial_mass,eng30
04587404-n,n,aerogenerator,eng30
09086995-n,n,capital_of_iowa,eng30
04952944-n,n,glitter,eng30
07412668-n,n,glitter,eng30
14329159-n,n,nephralgia,eng30
02526486-n,n,anguillidae,eng30
04083800-n,n,retractor,eng30
00825005-n,n,airborne_patrol,eng30
11858703-n,n,rock_purslane,eng30
12697883-n,n,entandrophragma,eng30
11863242-n,n,talinum_augustissimum,eng30
14075660-n,n,eunuchoidism,eng30
13990675-n,n,guiltiness,eng30
13281641-n,n,time_and_a_half,eng30
11306920-n,n,snellen,eng30
11516819-n,n,strong_interaction,eng30
10635788-n,n,sphinx,eng30
09502298-n,n,sphinx,eng30
04274807-n,n,sphinx,eng30
11655764-n,n,lagarostrobus,eng30
06808271-n,n,"death's_head",eng30
10998474-n,n,charles_dana_gibson,eng30
06172071-n,n,trivium,eng30
06646854-n,n,footprint,eng30
05129054-n,n,footprint,eng30
13637613-n,n,milliampere,eng30
02371647-n,n,uintatheriidae,eng30
11016563-n,n,jakob_ludwig_karl_grimm,eng30
07517550-n,n,offense,eng30
00766234-n,n,offense,eng30
08081244-n,n,offense,eng30
00980038-n,n,offense,eng30
05731779-n,n,constellation,eng30
09252970-n,n,constellation,eng30
01587148-n,n,genus_melanotis,eng30
02682811-n,n,aerial_torpedo,eng30
07641581-n,n,latke,eng30
10962611-n,n,euler,eng30
11263687-n,n,rivera,eng30
15188505-n,n,"all_fools'_day",eng30
06719203-n,n,petty_criticism,eng30
14918883-n,n,ivory_black,eng30
01788730-n,n,pentastomida,eng30
05236582-n,n,aortic_plexus,eng30
09847425-n,n,begum,eng30
06997168-n,n,kwa,eng30
10646032-n,n,stainer,eng30
07934032-n,n,tisane,eng30
06943771-n,n,slavonic_language,eng30
03011741-n,n,checkout_counter,eng30
05008227-n,n,maleness,eng30
02214660-n,n,family_mutillidae,eng30
02540255-n,n,osmeridae,eng30
08774227-n,n,munich,eng30
15109586-n,n,zymase,eng30
12605019-n,n,order_commelinales,eng30
10001217-n,n,deliverer,eng30
10001058-n,n,deliverer,eng30
13566535-n,n,melting,eng30
06050650-n,n,geriatrics,eng30
04413151-n,n,terminal,eng30
08566028-n,n,terminal,eng30
04413419-n,n,terminal,eng30
03825271-n,n,ninepin,eng30
14816899-n,n,cdna,eng30
14737249-n,n,thrombin,eng30
11744355-n,n,juncus_leseurii,eng30
01013156-n,n,indexing,eng30
14612618-n,n,horseradish_peroxidase,eng30
09560940-n,n,hebe,eng30
04432538-n,n,ticket_window,eng30
09379868-n,n,ore_bed,eng30
00596692-n,n,premiership,eng30
15293435-n,n,midwatch,eng30
05543177-n,n,synovial_joint,eng30
14341652-n,n,costochondritis,eng30
04132354-n,n,salyut,eng30
11457841-n,n,firelight,eng30
11021916-n,n,haggai,eng30
06440937-n,n,haggai,eng30
02343487-n,n,gerbillinae,eng30
14721635-n,n,lutein,eng30
09879616-n,n,bullyboy,eng30
05493758-n,n,frontal_cortex,eng30
08510350-n,n,birthplace,eng30
02283951-n,n,tortricid_moth,eng30
02518622-n,n,malopterurus_electricus,eng30
10812225-n,n,louisa_may_alcott,eng30
11420376-n,n,autogeny,eng30
13142695-n,n,colubrina,eng30
07509325-n,n,meekness,eng30
04889779-n,n,meekness,eng30
12164363-n,n,sweet_melon,eng30
07755707-n,n,sweet_melon,eng30
13180304-n,n,genus_asplenium,eng30
03915437-n,n,percussive_instrument,eng30
10417168-n,n,culprit,eng30
08302724-n,n,world_health_organization,eng30
11220319-n,n,paget,eng30
03671668-n,n,product_line,eng30
14584765-n,n,aldehyde,eng30
04386051-n,n,tailstock,eng30
15213406-n,n,november,eng30
11410298-n,n,crystallization,eng30
09260466-n,n,crystallization,eng30
05772044-n,n,crystallization,eng30
11797508-n,n,aralia_spinosa,eng30
08309854-n,n,plenum,eng30
03966206-n,n,plenum,eng30
03433637-n,n,general-purpose_bomb,eng30
09098184-n,n,cape_cod,eng30
05269784-n,n,puppy_fat,eng30
14215199-n,n,pigeon_breast,eng30
08808614-n,n,lombardy,eng30
04908835-n,n,stubbornness,eng30
07489294-n,n,fetish,eng30
01207342-n,n,fetish,eng30
06467007-n,n,summary,eng30
08759013-n,n,slovak_republic,eng30
04365484-n,n,surveying_instrument,eng30
01933686-n,n,dracunculidae,eng30
00232765-n,n,attainder,eng30
12394328-n,n,australian_nettle_tree,eng30
06763681-n,n,acknowledgment,eng30
06628861-n,n,acknowledgment,eng30
09658398-n,n,kamia,eng30
06922875-n,n,kamia,eng30
12974062-n,n,rhizopus_stolonifer,eng30
11167952-n,n,paul_mccartney,eng30
00450866-n,n,pony-trekking,eng30
06113777-n,n,kinematics,eng30
09845589-n,n,brute,eng30
11026078-n,n,lady_emma_hamilton,eng30
14506656-n,n,lactase_deficiency,eng30
06634960-n,n,misinformation,eng30
02660412-n,n,hippoglossus,eng30
03097535-n,n,control_circuit,eng30
01836246-n,n,chordeiles,eng30
10856215-n,n,bonhoeffer,eng30
12472559-n,n,yellow_clintonia,eng30
04495450-n,n,tuck_shop,eng30
10390600-n,n,packrat,eng30
06969129-n,n,sanskritic_language,eng30
10974271-n,n,fontanne,eng30
02532786-n,n,sild,eng30
00449796-n,n,hydroplane_racing,eng30
06705306-n,n,artsd,eng30
05706629-n,n,neglect,eng30
14423428-n,n,neglect,eng30
00418615-n,n,neglect,eng30
11327398-n,n,gerbert,eng30
11226713-n,n,pauli,eng30
04986796-n,n,bass,eng30
07032292-n,n,bass,eng30
09842528-n,n,bass,eng30
07777945-n,n,bass,eng30
07777512-n,n,bass,eng30
06872354-n,n,bass,eng30
02803349-n,n,bass,eng30
02565573-n,n,bass,eng30
11665372-n,n,flowering_plant,eng30
04963111-n,n,sanguine,eng30
09280731-n,n,firth_of_forth,eng30
04932875-n,n,reduced_instruction_set_computing,eng30
08234298-n,n,congress_of_industrial_organizations,eng30
02574489-n,n,order_discocephali,eng30
07570021-n,n,semolina,eng30
05397178-n,n,vascular_structure,eng30
13051866-n,n,oligoporus,eng30
08945110-n,n,lyonnais,eng30
06328643-n,n,grammatical_gender,eng30
11206885-n,n,reinhold_niebuhr,eng30
01619152-n,n,genus_cathartes,eng30
01126709-n,n,viticulture,eng30
04138560-n,n,satin_stitch,eng30
01837526-n,n,oilbird,eng30
11826416-n,n,genus_iresine,eng30
09943541-n,n,commissioned_naval_officer,eng30
13226698-n,n,geoglossum,eng30
07901355-n,n,marsala,eng30
07083958-n,n,inflection,eng30
03277602-n,n,electronic_converter,eng30
01446283-n,n,cyprinodontidae,eng30
01127874-n,n,trade_protection,eng30
01391028-n,n,radiolarian,eng30
08794798-n,n,capital_of_israel,eng30
06749729-n,n,weather_forecasting,eng30
08417572-n,n,old_school,eng30
06970103-n,n,hindi,eng30
11596344-n,n,progymnosperm,eng30
12311045-n,n,syringa_persica,eng30
01341876-n,n,kingdom_monera,eng30
12781814-n,n,genus_nepenthes,eng30
02066450-n,n,suborder_odontoceti,eng30
02006063-n,n,ibis_ibis,eng30
11490638-n,n,optical_phenomenon,eng30
03262519-n,n,earthenware,eng30
11790788-n,n,arrow_arum,eng30
09842395-n,n,basket_maker,eng30
08762823-n,n,djibouti,eng30
08762495-n,n,djibouti,eng30
08467258-n,n,expressionism,eng30
01684741-n,n,eumeces_callicephalus,eng30
12918810-n,n,petty_spurge,eng30
12439830-n,n,amber_lily,eng30
04141327-n,n,scabbard,eng30
08239488-n,n,junior_class,eng30
08011523-n,n,al-fatah,eng30
05555917-n,n,paunch,eng30
14944455-n,n,lysozyme,eng30
06100555-n,n,nucleonics,eng30
05172953-n,n,dispensability,eng30
09030210-n,n,capital_of_sudan,eng30
00496877-n,n,gin_rummy,eng30
02779609-n,n,ball_and_chain,eng30
13363365-n,n,totten_trust,eng30
14272347-n,n,scours,eng30
13903576-n,n,fringe,eng30
08690792-n,n,fringe,eng30
07974850-n,n,fringe,eng30
03397762-n,n,fringe,eng30
07521674-n,n,dread,eng30
03462110-n,n,grosgrain,eng30
09626589-n,n,beholder,eng30
15074568-n,n,roofing_tile,eng30
11358598-n,n,john_vanbrugh,eng30
12056758-n,n,"common_lady's-slipper",eng30
09872066-n,n,bragger,eng30
02598878-n,n,queenfish,eng30
00698234-n,n,nephrotomy,eng30
12607198-n,n,genus_ananas,eng30
07561590-n,n,dietary,eng30
04640927-n,n,agreeableness,eng30
04828612-n,n,irreligiousness,eng30
05601357-n,n,physiognomy,eng30
01885032-n,n,phascogale,eng30
09121936-n,n,bowery,eng30
06090397-n,n,photochemistry,eng30
12989462-n,n,family_usneaceae,eng30
12688526-n,n,erodium,eng30
14041940-n,n,hypercarbia,eng30
14914775-n,n,hydroxyl_group,eng30
00169522-n,n,vertical_bank,eng30
13567177-n,n,thermonuclear_reaction,eng30
05801286-n,n,exit_poll,eng30
12966804-n,n,xylaria_mali,eng30
01336282-n,n,retrovirus,eng30
05032795-n,n,sufferance,eng30
04638175-n,n,sufferance,eng30
01516487-n,n,genus_sinornis,eng30
12907857-n,n,common_tobacco,eng30
02861286-n,n,bodega,eng30
00330836-n,n,scud,eng30
01466472-n,n,notochord,eng30
15183266-n,n,tet,eng30
10963642-n,n,medgar_wiley_evers,eng30
10902232-n,n,cline,eng30
12835196-n,n,genus_emmanthe,eng30
11733548-n,n,eranthis_hyemalis,eng30
00715843-n,n,baking,eng30
00246341-n,n,baking,eng30
04190052-n,n,shelf,eng30
09337253-n,n,shelf,eng30
01599556-n,n,lanius_lucovicianus,eng30
02391508-n,n,equus_grevyi,eng30
13632961-n,n,charge_unit,eng30
14124423-n,n,smallpox,eng30
10890437-n,n,raymond_chandler,eng30
06245674-n,n,obiism,eng30
01521197-n,n,genus_rhea,eng30
06488473-n,n,card_catalog,eng30
09226997-n,n,boson,eng30
08502171-n,n,aerospace,eng30
14328966-n,n,metralgia,eng30
11114791-n,n,jean_baptiste_de_lamarck,eng30
03867355-n,n,oxacillin,eng30
00619578-n,n,double-entry_bookkeeping,eng30
05728493-n,n,data_structure,eng30
03371875-n,n,lavatory,eng30
01448496-n,n,genus_lebistes,eng30
03350352-n,n,"fisherman's_bend",eng30
06004067-n,n,arithmetic,eng30
03642928-n,n,larboard,eng30
09065557-n,n,san_francisco,eng30
01578180-n,n,grackle,eng30
01574390-n,n,grackle,eng30
02548990-n,n,family_antennariidae,eng30
01287431-n,n,meuse-argonne,eng30
08889784-n,n,tara,eng30
06203222-n,n,experimenter_bias,eng30
11451442-n,n,electromagnetic_spectrum,eng30
10043643-n,n,economist,eng30
13734085-n,n,scale_factor,eng30
08777544-n,n,eritrea,eng30
08770013-n,n,bremen,eng30
05711674-n,n,speech_perception,eng30
09086793-n,n,cedar_rapids,eng30
03133878-n,n,crock_pot,eng30
00908133-n,n,take,eng30
06905828-n,n,chinook_jargon,eng30
03421117-n,n,supporter,eng30
14744589-n,n,sal_ammoniac,eng30
14354751-n,n,radiculitis,eng30
02243744-n,n,gerris,eng30
04081699-n,n,rest_house,eng30
11254950-n,n,sir_terence_mervyn_rattigan,eng30
05724234-n,n,topognosis,eng30
14204586-n,n,thermic_fever,eng30
13517553-n,n,morphogenesis,eng30
12787846-n,n,genus_hydrangea,eng30
07694516-n,n,soda_biscuit,eng30
03022788-n,n,diuril,eng30
14963634-n,n,nitrofuran,eng30
13834524-n,n,west_by_north,eng30
12909917-n,n,hybrid_petunia,eng30
12597333-n,n,serenoa,eng30
01784675-n,n,centipede,eng30
13667797-n,n,brazilian_monetary_unit,eng30
08049989-n,n,british_commonwealth,eng30
11220461-n,n,shah_pahlavi,eng30
10493922-n,n,purchasing_agent,eng30
04875728-n,n,slipperiness,eng30
10586166-n,n,shakespearean,eng30
11066772-n,n,james_henry_leigh_hunt,eng30
14777104-n,n,brioschi,eng30
12182276-n,n,salt_marsh_mallow,eng30
08455037-n,n,commercial_law,eng30
14537735-n,n,xeroderma_pigmentosum,eng30
03499468-n,n,byrnie,eng30
05905027-n,n,promotion_system,eng30
06969822-n,n,romany,eng30
03389983-n,n,fowling_piece,eng30
11750508-n,n,courbaril,eng30
02758134-n,n,auditorium,eng30
01159776-n,n,stylization,eng30
03382104-n,n,forecastle,eng30
13314495-n,n,progressive_tax,eng30
02139914-n,n,genus_pteropus,eng30
08609685-n,n,voyageurs_national_park,eng30
12886185-n,n,hot-rock_penstemon,eng30
13160015-n,n,bipinnate_leaf,eng30
05480607-n,n,twelfth_cranial_nerve,eng30
14694161-n,n,quartzite,eng30
01024811-n,n,operating_procedure,eng30
02935490-n,n,caesium_clock,eng30
10561222-n,n,scion,eng30
11410527-n,n,efflorescence,eng30
10851599-n,n,bismarck,eng30
09129719-n,n,bismarck,eng30
09612700-n,n,contrarian,eng30
05864884-n,n,dot_product,eng30
13427789-n,n,adsorption,eng30
02864987-n,n,bolo_knife,eng30
12573760-n,n,tipuana,eng30
05596004-n,n,articulatio_coxae,eng30
07525057-n,n,inquietude,eng30
05381779-n,n,supraorbital_vein,eng30
12675515-n,n,hairy_honeysuckle,eng30
03873996-n,n,paddle_box,eng30
12290975-n,n,centaurium_calycosum,eng30
11786843-n,n,taro,eng30
11786539-n,n,taro,eng30
07736813-n,n,taro,eng30
00320284-n,n,tracking,eng30
04246060-n,n,smelling_bottle,eng30
07626287-n,n,lemon_meringue_pie,eng30
15076931-n,n,trace_element,eng30
12776558-n,n,symplocus_tinctoria,eng30
12875697-n,n,"sand_devil's_claw",eng30
11293157-n,n,george_guess,eng30
01842942-n,n,galbulidae,eng30
08592656-n,n,demarcation_line,eng30
10490421-n,n,tavern_keeper,eng30
10753546-n,n,villain,eng30
10753779-n,n,villain,eng30
08400191-n,n,alphabet_soup,eng30
07583978-n,n,alphabet_soup,eng30
08572467-n,n,forefront,eng30
06209419-n,n,forefront,eng30
10615334-n,n,smuggler,eng30
12185254-n,n,plagianthus_betulinus,eng30
13247554-n,n,salvage,eng30
00096343-n,n,salvage,eng30
00096211-n,n,salvage,eng30
14155506-n,n,cystic_fibrosis,eng30
10823199-n,n,satchmo,eng30
10773126-n,n,weeper,eng30
10773040-n,n,weeper,eng30
01489501-n,n,cub_shark,eng30
13564910-n,n,synergism,eng30
06191854-n,n,synergism,eng30
07391682-n,n,rhonchus,eng30
07523286-n,n,diffidence,eng30
08170374-n,n,renegade_state,eng30
02932523-n,n,cabin_car,eng30
08380975-n,n,staggered_board_of_directors,eng30
01923404-n,n,spiny-headed_worm,eng30
01499595-n,n,genus_rhinoptera,eng30
07577244-n,n,wiener_roast,eng30
01806847-n,n,california_quail,eng30
13744304-n,n,iv,eng30
01058983-n,n,iv,eng30
05337855-n,n,ascending_artery,eng30
09193282-n,n,alluvial_deposit,eng30
15120715-n,n,roman_times,eng30
05788029-n,n,retrospect,eng30
12115180-n,n,cortaderia_selloana,eng30
06653911-n,n,estoppel,eng30
15246135-n,n,psychological_moment,eng30
11321647-n,n,richard_strauss,eng30
07197537-n,n,bar_examination,eng30
01121245-n,n,fee_splitting,eng30
07957855-n,n,royal_flush,eng30
13872072-n,n,dome,eng30
05539454-n,n,dome,eng30
03220513-n,n,dome,eng30
06180412-n,n,lexical_semantics,eng30
10328328-n,n,moneygrubber,eng30
02695321-n,n,albuterol,eng30
08828928-n,n,charlottetown,eng30
09348643-n,n,massif_central,eng30
07738105-n,n,freestone,eng30
05152364-n,n,feasibleness,eng30
04578329-n,n,whipping_post,eng30
01144355-n,n,programming,eng30
00928947-n,n,programming,eng30
14349311-n,n,laryngotracheobronchitis,eng30
10460193-n,n,pothead,eng30
09691024-n,n,antiguan,eng30
13774311-n,n,barrels,eng30
07271478-n,n,placeholder,eng30
06274292-n,n,toll_call,eng30
07173585-n,n,version,eng30
05840650-n,n,version,eng30
05928513-n,n,version,eng30
01267901-n,n,version,eng30
13552528-n,n,salivation,eng30
08615374-n,n,common,eng30
02786837-n,n,bandsaw,eng30
04361801-n,n,surbase,eng30
09997834-n,n,deb,eng30
11985053-n,n,marsh_elder,eng30
07661950-n,n,standing_rib_roast,eng30
01053207-n,n,fingering,eng30
00140900-n,n,fingering,eng30
14799927-n,n,cartridge_paper,eng30
14799833-n,n,cartridge_paper,eng30
07090379-n,n,periphrasis,eng30
02242004-n,n,belostomatidae,eng30
01537544-n,n,indigo_finch,eng30
01775592-n,n,ctenizidae,eng30
05557723-n,n,underbody,eng30
04856182-n,n,sacrilegiousness,eng30
13481994-n,n,flop,eng30
10097477-n,n,flop,eng30
07365024-n,n,flop,eng30
00327510-n,n,flop,eng30
04780958-n,n,offensiveness,eng30
03675445-n,n,linsey-woolsey,eng30
09736798-n,n,uzbak,eng30
06927363-n,n,uzbak,eng30
02593353-n,n,genus_stenotomus,eng30
01239868-n,n,commitment,eng30
10140314-n,n,governor,eng30
03450018-n,n,governor,eng30
01698434-n,n,gator,eng30
11325867-n,n,sutherland,eng30
08432820-n,n,chow_line,eng30
03511333-n,n,hedge_trimmer,eng30
10924828-n,n,miles_dewey_davis_jr.,eng30
00142665-n,n,comparing,eng30
06146880-n,n,ethnology,eng30
00616641-n,n,decompression,eng30
02994743-n,n,centigrade_thermometer,eng30
06843838-n,n,suspension_point,eng30
12734070-n,n,populus_tremuloides,eng30
06608977-n,n,unintelligibility,eng30
04823706-n,n,unintelligibility,eng30
12894930-n,n,silver-leaved_nightshade,eng30
11797981-n,n,petty_morel,eng30
03058726-n,n,blazonry,eng30
00909193-n,n,spinning,eng30
08394657-n,n,confederate_army,eng30
02556373-n,n,climbing_perch,eng30
12345280-n,n,pomegranate,eng30
07768694-n,n,pomegranate,eng30
11032700-n,n,moss_hart,eng30
14878844-n,n,ghatti_gum,eng30
12614763-n,n,dense-leaved_elodea,eng30
12807409-n,n,buttonwood,eng30
15205532-n,n,century,eng30
12936333-n,n,genus_coriandrum,eng30
04190997-n,n,racing_shell,eng30
11774972-n,n,plumeria_alba,eng30
08162245-n,n,government_accounting_office,eng30
13689282-n,n,bhutanese_monetary_unit,eng30
07712559-n,n,potato_chip,eng30
14863521-n,n,manure,eng30
12114226-n,n,genus_chloris,eng30
01026482-n,n,modus_operandi,eng30
01271915-n,n,blenheim,eng30
10268629-n,n,lobbyist,eng30
05885822-n,n,first_law_of_motion,eng30
13290285-n,n,emolument,eng30
08640531-n,n,resort,eng30
13327896-n,n,financial_loss,eng30
13292787-n,n,expiation,eng30
12982103-n,n,pythiaceae,eng30
08558082-n,n,khanate,eng30
00594070-n,n,khanate,eng30
00757080-n,n,sinning,eng30
14356044-n,n,stomatitis,eng30
07450549-n,n,whist_drive,eng30
03065243-n,n,coif,eng30
06205411-n,n,narrow-mindedness,eng30
06528557-n,n,judicial_sale,eng30
11215541-n,n,jan_hendrix_oort,eng30
08720280-n,n,capital_of_chad,eng30
15044232-n,n,crud,eng30
14856752-n,n,crud,eng30
14074267-n,n,crud,eng30
11073453-n,n,washington_irving,eng30
03053474-n,n,club,eng30
03054311-n,n,club,eng30
03446070-n,n,club,eng30
03053788-n,n,club,eng30
05890963-n,n,m-theory,eng30
14453066-n,n,acariosis,eng30
12347639-n,n,wicopy,eng30
09924996-n,n,civil_rights_leader,eng30
03145522-n,n,pool_stick,eng30
06631921-n,n,aloha,eng30
03388990-n,n,four-stroke_engine,eng30
10912802-n,n,coulomb,eng30
00897506-n,n,run-through,eng30
14848479-n,n,formol,eng30
