synset,pos,name,src
02079170-n,n,family_phocidae,eng30
14627246-n,n,nonmetal,eng30
03712981-n,n,main-topsail,eng30
05548726-n,n,tubular_cavity,eng30
10615808-n,n,snarer,eng30
08291157-n,n,mycenaean_culture,eng30
00053405-n,n,french_leave,eng30
07453638-n,n,enthronization,eng30
02490219-n,n,marmoset,eng30
11133387-n,n,lindsay,eng30
13310091-n,n,single_tax,eng30
03867515-n,n,oxaprozin,eng30
05271814-n,n,carpal,eng30
01323068-n,n,tiger_cub,eng30
15021085-n,n,notepad,eng30
00226107-n,n,spasm,eng30
12078596-n,n,genus_plectorrhiza,eng30
12506181-n,n,angelim,eng30
00055793-n,n,absence_without_leave,eng30
13147153-n,n,muscadet,eng30
07896893-n,n,muscadet,eng30
09582616-n,n,urth,eng30
15068134-n,n,telluride,eng30
06758584-n,n,half-truth,eng30
12882945-n,n,fingerroot,eng30
09260010-n,n,"earth's_crust",eng30
06429145-n,n,rephrasing,eng30
13238828-n,n,genus_stephanotis,eng30
09608377-n,n,auctioneer,eng30
01380298-n,n,acidophilus,eng30
05624461-n,n,flair,eng30
13862644-n,n,flair,eng30
13065089-n,n,wheat_rust,eng30
07232053-n,n,calling_into_question,eng30
12449024-n,n,camassia,eng30
03178538-n,n,derrick,eng30
03178430-n,n,derrick,eng30
05468351-n,n,microgliacyte,eng30
08818736-n,n,ljubljana,eng30
13572436-n,n,evaporation,eng30
11857320-n,n,purslane,eng30
13068565-n,n,urocystis,eng30
10642388-n,n,spymaster,eng30
04104925-n,n,rood_screen,eng30
13173132-n,n,polypodium_glycyrrhiza,eng30
08148388-n,n,augustinian_hermits,eng30
14716042-n,n,alloy_steel,eng30
01500476-n,n,manta_birostris,eng30
12970733-n,n,stalked_puffball,eng30
12970293-n,n,stalked_puffball,eng30
03513961-n,n,haematinic,eng30
03061505-n,n,cockpit,eng30
03061819-n,n,cockpit,eng30
03061674-n,n,cockpit,eng30
07697313-n,n,cheeseburger,eng30
12826143-n,n,dichondra_micrantha,eng30
05610365-n,n,glottis_spuria,eng30
04368235-n,n,swage_block,eng30
03842276-n,n,"officer's_mess",eng30
10889905-n,n,william_chambers,eng30
06867880-n,n,solfa,eng30
11814059-n,n,genus_sagina,eng30
10345804-n,n,narrator,eng30
04325041-n,n,western_saddle,eng30
00044150-n,n,implementation,eng30
13394179-n,n,silver_certificate,eng30
07503716-n,n,creepy-crawlies,eng30
14460257-n,n,fare-thee-well,eng30
08053407-n,n,soviets,eng30
09186928-n,n,achondrite,eng30
03217333-n,n,loading_dock,eng30
02265177-n,n,family_hemerobiidae,eng30
13121544-n,n,hydrophytic_plant,eng30
09772330-n,n,adoptee,eng30
06051134-n,n,hematology,eng30
09416570-n,n,rocky_mountains,eng30
12695144-n,n,mahogany_tree,eng30
06181448-n,n,synchronic_linguistics,eng30
08600147-n,n,midair,eng30
06488325-n,n,library_catalog,eng30
05405751-n,n,sudor,eng30
02833275-n,n,bevatron,eng30
14901959-n,n,synthetic,eng30
06330528-n,n,participle,eng30
01768402-n,n,chelicerata,eng30
11770969-n,n,beaumontia,eng30
03619793-n,n,kitbag,eng30
13747725-n,n,xvii,eng30
13359941-n,n,giro_account,eng30
04894037-n,n,imprudence,eng30
13892048-n,n,obtuse_angle,eng30
09847344-n,n,beggarwoman,eng30
08250978-n,n,golden_horde,eng30
10290223-n,n,mandaean,eng30
06988808-n,n,mandaean,eng30
09145217-n,n,lubbock,eng30
08702805-n,n,north_american_nation,eng30
12180714-n,n,hoheria,eng30
05974564-n,n,platonism,eng30
09025451-n,n,cadiz,eng30
10717196-n,n,wanker,eng30
13269186-n,n,christmas_present,eng30
09481958-n,n,yellow_sea,eng30
11514672-n,n,thermoelectricity,eng30
01831930-n,n,apodidae,eng30
13059657-n,n,old-man-of-the-woods,eng30
13972601-n,n,social_contract,eng30
00888162-n,n,language_teaching,eng30
11228691-n,n,pelagius,eng30
07937344-n,n,spoilable,eng30
09779623-n,n,agricultural_labourer,eng30
04580493-n,n,white_goods,eng30
04580298-n,n,white_goods,eng30
10541229-n,n,ruler,eng30
07508486-n,n,pridefulness,eng30
05347631-n,n,hypogastric_artery,eng30
07255998-n,n,telepathy,eng30
07920663-n,n,instant_coffee,eng30
03224603-n,n,dormer,eng30
13034555-n,n,wynnea_americana,eng30
13241600-n,n,option,eng30
11444117-n,n,death,eng30
13962498-n,n,death,eng30
15143276-n,n,death,eng30
09488259-n,n,death,eng30
00219575-n,n,death,eng30
10765885-n,n,wandering_jew,eng30
12622072-n,n,rosa_multiflora,eng30
01759182-n,n,arthropod_family,eng30
00781480-n,n,shoplifting,eng30
01364866-n,n,genus_bacteroides,eng30
13279162-n,n,underpayment,eng30
01122488-n,n,underpayment,eng30
15225526-n,n,summer_school,eng30
11126295-n,n,"charles_l'enfant",eng30
01730307-n,n,opheodrys_aestivus,eng30
04699157-n,n,ionic_order,eng30
04097085-n,n,roadhouse,eng30
00687252-n,n,prostatectomy,eng30
01999767-n,n,velvet_worm,eng30
14707101-n,n,adenosine,eng30
15286249-n,n,rate,eng30
13325010-n,n,rate,eng30
13816649-n,n,rate,eng30
07689217-n,n,shawnee_cake,eng30
11210291-n,n,noyes,eng30
02823586-n,n,beer_garden,eng30
13205058-n,n,nephrolepis_exaltata,eng30
06884097-n,n,crown,eng30
05308141-n,n,crown,eng30
03138856-n,n,crown,eng30
03138534-n,n,crown,eng30
13389864-n,n,crown,eng30
13128003-n,n,crown,eng30
06705891-n,n,crown,eng30
03138981-n,n,crown,eng30
03059934-n,n,cobweb,eng30
03059806-n,n,cobweb,eng30
03059685-n,n,cobweb,eng30
09663248-n,n,ogalala,eng30
06911265-n,n,ogalala,eng30
02795783-n,n,barrel_knot,eng30
10745894-n,n,valuer,eng30
00271636-n,n,dehumanization,eng30
10066624-n,n,evacuee,eng30
01274531-n,n,chaeronea,eng30
07403920-n,n,tidal_bore,eng30
06640016-n,n,bmi,eng30
04514095-n,n,upholstery_needle,eng30
04314914-n,n,stair,eng30
13882639-n,n,nonagon,eng30
03887185-n,n,paper_fastener,eng30
07292694-n,n,outcome,eng30
11185175-n,n,piet_mondrian,eng30
02096585-n,n,boston_bull,eng30
03261776-n,n,earphone,eng30
02385348-n,n,two_year_old,eng30
01673118-n,n,genus_sphenodon,eng30
10891830-n,n,charcot,eng30
14225463-n,n,eczema_herpeticum,eng30
04091839-n,n,right_field,eng30
00724898-n,n,right_field,eng30
06338653-n,n,nom_de_plume,eng30
12693734-n,n,callitriche,eng30
02277094-n,n,red-spotted_purple,eng30
14950129-n,n,menhaden_oil,eng30
01800633-n,n,texas_chachalaca,eng30
10022908-n,n,fogey,eng30
14182568-n,n,thrush,eng30
10709876-n,n,thrush,eng30
01557185-n,n,thrush,eng30
05386544-n,n,inguinal_canal,eng30
10866883-n,n,elizabeth_barrett_browning,eng30
14714353-n,n,epsilon_toxin,eng30
10574538-n,n,secularist,eng30
03191286-n,n,dice_box,eng30
07181453-n,n,nonconformity,eng30
06212650-n,n,nonconformity,eng30
04801030-n,n,nonconformity,eng30
01204845-n,n,nonconformity,eng30
02208848-n,n,black_bee,eng30
09561137-n,n,helios,eng30
00221343-n,n,chance-medley,eng30
10755164-n,n,virago,eng30
01261974-n,n,stimulation,eng30
05827684-n,n,stimulation,eng30
13561719-n,n,stimulation,eng30
07842130-n,n,candy_egg,eng30
08662427-n,n,terreplein,eng30
12755876-n,n,acer_palmatum,eng30
11250833-n,n,josiah_quincy,eng30
03978421-n,n,polling_booth,eng30
10616670-n,n,sniffer,eng30
10864858-n,n,pierre-paul_broca,eng30
06089447-n,n,physical_chemistry,eng30
08280813-n,n,french_academy,eng30
08894133-n,n,staffa,eng30
07439167-n,n,cleistogamy,eng30
07541760-n,n,sanguinity,eng30
02711110-n,n,anesthyl,eng30
04403413-n,n,zoom_lens,eng30
02049532-n,n,podicipitiform_seabird,eng30
09913593-n,n,cheerleader,eng30
09913455-n,n,cheerleader,eng30
10289462-n,n,manageress,eng30
01960787-n,n,seed_oyster,eng30
14030671-n,n,oscitance,eng30
11258214-n,n,ottorino_respighi,eng30
02638323-n,n,order_ganoidei,eng30
11162915-n,n,mason,eng30
10297531-n,n,mason,eng30
10111144-n,n,mason,eng30
02708433-n,n,analog_watch,eng30
10683801-n,n,swinger,eng30
10683675-n,n,swinger,eng30
08072837-n,n,securities_industry,eng30
12719684-n,n,nasturtium,eng30
11893004-n,n,nasturtium,eng30
07819769-n,n,nasturtium,eng30
10881092-n,n,camus,eng30
10946961-n,n,dvorak,eng30
06427831-n,n,editing,eng30
06151108-n,n,microeconomics,eng30
02437971-n,n,lama_peruana,eng30
01585422-n,n,cistothorus_platensis,eng30
09789304-n,n,amorist,eng30
09455046-n,n,tasman_sea,eng30
13344462-n,n,hedge,eng30
06761603-n,n,hedge,eng30
02398252-n,n,family_hippopotamidae,eng30
05066867-n,n,directiveness,eng30
00995588-n,n,esm,eng30
01709278-n,n,genus_apatosaurus,eng30
01684941-n,n,cordylidae,eng30
07829248-n,n,cider_vinegar,eng30
09757944-n,n,abstainer,eng30
11627714-n,n,carolina_hemlock,eng30
07842202-n,n,poached_egg,eng30
13412131-n,n,payslip,eng30
04178190-n,n,78,eng30
06315873-n,n,parenthetical,eng30
10992933-n,n,gawain,eng30
04239218-n,n,sliding_seat,eng30
09850974-n,n,besieger,eng30
09851087-n,n,besieger,eng30
12738259-n,n,american_mistletoe,eng30
08213978-n,n,brigade,eng30
15083146-n,n,ultramarine_blue,eng30
15051503-n,n,pleonaste,eng30
06993108-n,n,giriama,eng30
00546216-n,n,bel_canto,eng30
11482312-n,n,microwave,eng30
10181990-n,n,home_help,eng30
07693223-n,n,schnecken,eng30
06203472-n,n,homophobia,eng30
06109771-n,n,theory_of_inheritance,eng30
03434830-n,n,geneva_gown,eng30
12244819-n,n,swamp_honeysuckle,eng30
06292836-n,n,superordinate_word,eng30
07992450-n,n,taxonomic_group,eng30
00839292-n,n,electrical_shock,eng30
04257790-n,n,solar_battery,eng30
01925270-n,n,planarian,eng30
01853072-n,n,genus_somateria,eng30
00476140-n,n,rounders,eng30
13485968-n,n,galvanisation,eng30
01262109-n,n,galvanisation,eng30
00713250-n,n,galvanisation,eng30
11002040-n,n,owen_glendower,eng30
00291286-n,n,last_mile,eng30
02640857-n,n,white_sturgeon,eng30
02640626-n,n,white_sturgeon,eng30
11613692-n,n,southwestern_white_pine,eng30
10666752-n,n,stumblebum,eng30
06227453-n,n,anti-catholicism,eng30
10486166-n,n,protegee,eng30
07157123-n,n,vernacular,eng30
02817799-n,n,reed_instrument,eng30
00703688-n,n,group_therapy,eng30
13015509-n,n,pink_disease_fungus,eng30
04288919-n,n,spring_mattress,eng30
12482031-n,n,yucca,eng30
01797307-n,n,spruce_grouse,eng30
01340785-n,n,lyssavirus,eng30
06271288-n,n,personal,eng30
10230432-n,n,kibitzer,eng30
05198622-n,n,disposal,eng30
01135952-n,n,disposal,eng30
00043609-n,n,disposal,eng30
03212114-n,n,disposal,eng30
04010927-n,n,prong,eng30
03998673-n,n,electrostatic_precipitator,eng30
14066806-n,n,nervous_exhaustion,eng30
06427387-n,n,encyclopaedia,eng30
06690928-n,n,ticket-of-leave,eng30
10453061-n,n,pooler,eng30
15161165-n,n,fast_day,eng30
14950055-n,n,meltwater,eng30
06773976-n,n,peace_treaty,eng30
12630763-n,n,beach_strawberry,eng30
05844545-n,n,strangeness,eng30
04799344-n,n,strangeness,eng30
10676018-n,n,higher-up,eng30
11056195-n,n,hans_holbein,eng30
04983402-n,n,musicalness,eng30
10762607-n,n,waggoner,eng30
07805478-n,n,rechewed_food,eng30
06859056-n,n,whole_tone,eng30
05605498-n,n,spindle,eng30
04277669-n,n,spindle,eng30
04277352-n,n,spindle,eng30
04276050-n,n,spindle,eng30
03523849-n,n,hobnail,eng30
14351886-n,n,otitis_media,eng30
14838217-n,n,intropin,eng30
07251148-n,n,white_pages,eng30
07718472-n,n,cucumber,eng30
00079398-n,n,trading,eng30
06163751-n,n,logic,eng30
05615028-n,n,logic,eng30
05871618-n,n,logic,eng30
06133018-n,n,logic,eng30
05664069-n,n,logic,eng30
13875884-n,n,bight,eng30
13869896-n,n,bight,eng30
09220239-n,n,bight,eng30
02837567-n,n,bight,eng30
10874162-n,n,aaron_burr,eng30
01445305-n,n,genus_ictiobus,eng30
01929047-n,n,phylum_rotifera,eng30
07531713-n,n,complacency,eng30
15272029-n,n,delay,eng30
10144468-n,n,gravedigger,eng30
12820113-n,n,beggar_lice,eng30
12526516-n,n,beggar_lice,eng30
05998724-n,n,ology,eng30
02572628-n,n,astropogon,eng30
02641608-n,n,scleroparei,eng30
13685346-n,n,romanian_monetary_unit,eng30
05127150-n,n,head_tone,eng30
01786879-n,n,order_pycnogonida,eng30
13728203-n,n,kilogram-meter,eng30
02481823-n,n,chimpanzee,eng30
13816313-n,n,case-to-infection_ratio,eng30
05956651-n,n,judicial_doctrine,eng30
07109019-n,n,auditory_communication,eng30
07636020-n,n,shortbread_cookie,eng30
06659397-n,n,glasnost,eng30
05282746-n,n,tooth,eng30
04452848-n,n,tooth,eng30
02155872-n,n,tooth,eng30
00179576-n,n,tooth,eng30
04453037-n,n,tooth,eng30
05034761-n,n,covalence,eng30
03877229-n,n,paint_roller,eng30
04344873-n,n,day_bed,eng30
06728998-n,n,eighteenth_amendment,eng30
10547145-n,n,saint,eng30
10546850-n,n,saint,eng30
05549830-n,n,torso,eng30
06698252-n,n,"bachelor's_degree",eng30
02112826-n,n,welsh_corgi,eng30
03950818-n,n,pithead,eng30
08726463-n,n,yunnan,eng30
06924659-n,n,mariposan,eng30
01892385-n,n,short-tailed_shrew,eng30
06226057-n,n,christian_religion,eng30
12380926-n,n,genus_xylosma,eng30
01248961-n,n,self-renewal,eng30
09390424-n,n,persian_gulf,eng30
14006684-n,n,rootage,eng30
13125003-n,n,rootage,eng30
14585960-n,n,floc,eng30
13686268-n,n,italian_monetary_unit,eng30
04966114-n,n,canary_yellow,eng30
08411970-n,n,night_school,eng30
03661340-n,n,lid,eng30
03497657-n,n,lid,eng30
02933112-n,n,cabinet,eng30
08381820-n,n,cabinet,eng30
02933340-n,n,cabinet,eng30
01683900-n,n,scincus,eng30
12205104-n,n,phalsa,eng30
01100658-n,n,banking,eng30
01100273-n,n,banking,eng30
07677860-n,n,banger,eng30
03345115-n,n,banger,eng30
04256758-n,n,soffit,eng30
03745285-n,n,mend,eng30
08749167-n,n,saba,eng30
13030616-n,n,peziza_domicilina,eng30
04665543-n,n,unmindfulness,eng30
04024983-n,n,punt,eng30
00136984-n,n,punt,eng30
08239024-n,n,master_class,eng30
12077244-n,n,rattlesnake_orchid,eng30
11857528-n,n,genus_portulaca,eng30
02140970-n,n,suborder_microchiroptera,eng30
09546145-n,n,poltergeist,eng30
02679961-n,n,addressing_machine,eng30
03477143-n,n,hairspring,eng30
08834806-n,n,perth,eng30
11368240-n,n,vlaminck,eng30
02312006-n,n,grub,eng30
00970079-n,n,sixth_crusade,eng30
04608567-n,n,writing_implement,eng30
03950647-n,n,pitch_pipe,eng30
08014202-n,n,al-rashid_trust,eng30
10016103-n,n,adherent,eng30
06090869-n,n,natural_philosophy,eng30
10117154-n,n,gaffer,eng30
10104209-n,n,gaffer,eng30
03846970-n,n,omnirange,eng30
02333190-n,n,apodemus_sylvaticus,eng30
06153402-n,n,cladistics,eng30
13657849-n,n,picometer,eng30
11777365-n,n,genus_trachelospermum,eng30
06794537-n,n,fingerboard,eng30
03341297-n,n,fingerboard,eng30
02944375-n,n,camlet,eng30
02944256-n,n,camlet,eng30
02568807-n,n,belted_sandfish,eng30
10062716-n,n,erotic,eng30
15050898-n,n,spinel,eng30
04028221-n,n,putty_knife,eng30
14535431-n,n,wet,eng30
02823124-n,n,beeper,eng30
12168385-n,n,genus_lobelia,eng30
11656380-n,n,genus_lepidothamnus,eng30
12882158-n,n,blue-eyed_mary,eng30
14185803-n,n,tetanus,eng30
00370127-n,n,tetanus,eng30
13836841-n,n,business_relation,eng30
05958114-n,n,athanasian_creed,eng30
12483427-n,n,"adam's_needle-and-thread",eng30
09875540-n,n,brigadier_general,eng30
12391477-n,n,order_urticales,eng30
15220743-n,n,karttika,eng30
12199790-n,n,terrietia_trifoliolata,eng30
03518305-n,n,highboy,eng30
14666012-n,n,amphibole_group,eng30
10642499-n,n,squabbler,eng30
05480794-n,n,central_nervous_system,eng30
05137165-n,n,tallness,eng30
05002540-n,n,tallness,eng30
04634415-n,n,mettlesomeness,eng30
10508141-n,n,ratepayer,eng30
02137172-n,n,genus_hemigalus,eng30
03780799-n,n,moleskin,eng30
07165506-n,n,prospectus,eng30
03563460-n,n,impeller,eng30
10728624-n,n,tribesman,eng30
09598270-n,n,peleus,eng30
02152559-n,n,wing_case,eng30
09465290-n,n,uncompahgre_peak,eng30
07795598-n,n,rock_salmon,eng30
01694709-n,n,monitor_lizard,eng30
11247155-n,n,proudhon,eng30
13629309-n,n,gibit,eng30
14346416-n,n,gastritis,eng30
02093991-n,n,irish_terrier,eng30
04738995-n,n,invariance,eng30
01716732-n,n,maniraptora,eng30
02259565-n,n,membracidae,eng30
02794156-n,n,barometer,eng30
13132656-n,n,panicle,eng30
15292069-n,n,go,eng30
04993604-n,n,brininess,eng30
07479525-n,n,supervention,eng30
12127768-n,n,panicum_texanum,eng30
06671637-n,n,recommendation,eng30
06694540-n,n,recommendation,eng30
01896735-n,n,duck_down,eng30
03392908-n,n,freeboard_deck,eng30
07382044-n,n,crepitation_rale,eng30
07422036-n,n,power_outage,eng30
12603672-n,n,chinese_rhubarb,eng30
03206908-n,n,dish,eng30
07557434-n,n,dish,eng30
00432881-n,n,dish,eng30
03777126-n,n,mod_con,eng30
13737190-n,n,third,eng30
00724168-n,n,third,eng30
13846900-n,n,third,eng30
06859504-n,n,third,eng30
04425804-n,n,third,eng30
02733075-n,n,arboretum,eng30
12242850-n,n,bryanthus_taxifolius,eng30
10370286-n,n,octogenarian,eng30
14212941-n,n,noli-me-tangere,eng30
08234792-n,n,company_union,eng30
14120096-n,n,chemical_diabetes,eng30
14614139-n,n,hydroxybenzoic_acid,eng30
13222227-n,n,order_lycopodiales,eng30
10757050-n,n,visiting_professor,eng30
09378929-n,n,open_chain,eng30
01713040-n,n,genus_coelophysis,eng30
12128306-n,n,bahia_grass,eng30
08979740-n,n,cuzco,eng30
11735977-n,n,false_rue_anemone,eng30
13002925-n,n,amanita_mappa,eng30
10214230-n,n,shut-in,eng30
11183955-n,n,amedeo_modigliano,eng30
09762011-n,n,accused,eng30
07489925-n,n,nymphomania,eng30
09053185-n,n,camellia_state,eng30
13461722-n,n,de-nazification,eng30
14584658-n,n,pyrogen,eng30
14584502-n,n,pyrogen,eng30
10128016-n,n,geometer,eng30
04720393-n,n,piquantness,eng30
00390735-n,n,hyphenation,eng30
00390445-n,n,hyphenation,eng30
08121394-n,n,fire_company,eng30
11907100-n,n,meconopsis_cambrica,eng30
15008399-n,n,rutile,eng30
01398481-n,n,chlorophyll_a,eng30
05018934-n,n,audibleness,eng30
10975583-n,n,richard_d._fosbury,eng30
05120835-n,n,margin_of_error,eng30
10729711-n,n,trinidadian,eng30
11252915-n,n,jean-philippe_rameau,eng30
05422852-n,n,inferior_vena_cava,eng30
03293321-n,n,epsom_salts,eng30
14026166-n,n,abulia,eng30
10657556-n,n,stockjobber,eng30
01924416-n,n,genus_spadella,eng30
01499261-n,n,aetobatus,eng30
12793284-n,n,yellow_mountain_saxifrage,eng30
06459173-n,n,bel_and_the_dragon,eng30
11230402-n,n,perry,eng30
07922147-n,n,perry,eng30
00862170-n,n,meteortropism,eng30
14545685-n,n,myotonia_congenita,eng30
14806728-n,n,chamosite,eng30
10385455-n,n,osteologer,eng30
13159263-n,n,orbiculate_leaf,eng30
09066375-n,n,san_pablo,eng30
01281638-n,n,battle_of_issus,eng30
07593471-n,n,viand,eng30
08373055-n,n,lost_tribes,eng30
04277980-n,n,backbone,eng30
02768433-n,n,backbone,eng30
02739427-n,n,arm_band,eng30
10767762-n,n,warlock,eng30
00771604-n,n,patent_infringement,eng30
14975351-n,n,paper_toweling,eng30
12632335-n,n,geum_triflorum,eng30
02275560-n,n,nymphalis_antiopa,eng30
07446920-n,n,bell_ringing,eng30
07245885-n,n,bell_ringing,eng30
09965787-n,n,cornerback,eng30
07501326-n,n,philogyny,eng30
08005123-n,n,hilbert_space,eng30
05369924-n,n,common_iliac_vein,eng30
01981543-n,n,majidae,eng30
07626405-n,n,blueberry_pie,eng30
03049326-n,n,closed_loop,eng30
14849215-n,n,injectant,eng30
03716887-n,n,mandola,eng30
09321901-n,n,jordan,eng30
08927186-n,n,jordan,eng30
02182045-n,n,seed_beetle,eng30
01297484-n,n,battle_of_thermopylae,eng30
03303669-n,n,exhaust_valve,eng30
09678009-n,n,christian,eng30
01784293-n,n,tardigrade,eng30
02579303-n,n,seriola_grandis,eng30
00794123-n,n,preclinical_phase,eng30
01721269-n,n,ischigualastia,eng30
06059282-n,n,comparative_anatomy,eng30
03042490-n,n,cliff_dwelling,eng30
06215977-n,n,trotskyism,eng30
14900963-n,n,gum_arabic,eng30
04128499-n,n,sailboat,eng30
07232811-n,n,explication,eng30
06743362-n,n,explication,eng30
06669864-n,n,equation,eng30
00185307-n,n,equation,eng30
11172181-n,n,melchior,eng30
00275151-n,n,tinting,eng30
15013875-n,n,sodium_bichromate,eng30
04622772-n,n,reclusiveness,eng30
08123696-n,n,executive_agency,eng30
13148791-n,n,pepper_family,eng30
09432060-n,n,sheet,eng30
06255777-n,n,sheet,eng30
13861050-n,n,sheet,eng30
06267893-n,n,sheet,eng30
04188643-n,n,sheet,eng30
04127904-n,n,sheet,eng30
14713120-n,n,alkene,eng30
01458746-n,n,pellicle,eng30
03323096-n,n,farm-place,eng30
05174653-n,n,right,eng30
08625073-n,n,right,eng30
08416652-n,n,right,eng30
00351000-n,n,right,eng30
04850341-n,n,right,eng30
13341756-n,n,right,eng30
14079740-n,n,onycholysis,eng30
08950787-n,n,nijmegen,eng30
11728945-n,n,black_cohosh,eng30
01483980-n,n,isurus,eng30
12528382-n,n,erythrina_corallodendrum,eng30
00293307-n,n,wading,eng30
04266014-n,n,space_shuttle,eng30
15085925-n,n,chalkstone,eng30
07493095-n,n,bright_side,eng30
10482054-n,n,promiser,eng30
01286938-n,n,battle_of_marston_moor,eng30
12524518-n,n,dalea,eng30
09528587-n,n,shakti,eng30
02885233-n,n,box_coat,eng30
03388826-n,n,four,eng30
07659684-n,n,sirloin_steak,eng30
07920052-n,n,espresso,eng30
05105745-n,n,airiness,eng30
05028963-n,n,airiness,eng30
04632866-n,n,airiness,eng30
11264828-n,n,robertson,eng30
10337789-n,n,mujahid,eng30
10171755-n,n,misbeliever,eng30
02098806-n,n,bird_dog,eng30
05828425-n,n,conditioned_stimulus,eng30
07223170-n,n,scuttlebutt,eng30
00689550-n,n,ostomy,eng30
02604811-n,n,genus_chaetodipterus,eng30
09464652-n,n,tyrolean_alps,eng30
03845107-n,n,oilstone,eng30
02973236-n,n,cartwheel,eng30
00434657-n,n,cartwheel,eng30
13392262-n,n,cartwheel,eng30
05164521-n,n,drawback,eng30
08971693-n,n,kwazulu-natal,eng30
15241186-n,n,hunting_season,eng30
09798244-n,n,aphasic,eng30
02921029-n,n,etna,eng30
00681299-n,n,intestinal_bypass,eng30
01683724-n,n,family_scincidae,eng30
07784274-n,n,elver,eng30
02526425-n,n,elver,eng30
09817536-n,n,asthmatic,eng30
06581068-n,n,text-matching,eng30
00007846-n,n,individual,eng30
10203839-n,n,individual,eng30
10046387-n,n,edwardian,eng30
08261958-n,n,liberty_party,eng30
00664285-n,n,antipyresis,eng30
03049924-n,n,cloth_cap,eng30
10365701-n,n,naturist,eng30
04941809-n,n,vapour_density,eng30
13322867-n,n,moorage,eng30
08640111-n,n,moorage,eng30
10143595-n,n,grantee,eng30
09783537-n,n,grantee,eng30
09735258-n,n,turki,eng30
06799588-n,n,upstroke,eng30
04634833-n,n,peppiness,eng30
15137425-n,n,spare_time,eng30
01065687-n,n,spare_time,eng30
02707683-n,n,anodyne,eng30
03195118-n,n,diflunisal,eng30
08207672-n,n,"saddam's_martyrs",eng30
12114397-n,n,finger_grass,eng30
03991837-n,n,potentiometer,eng30
05757234-n,n,mastering,eng30
00910856-n,n,mastering,eng30
11275170-n,n,henry_russell,eng30
08256151-n,n,hen_party,eng30
08834280-n,n,hobart,eng30
14453290-n,n,coccidiosis,eng30
05544078-n,n,frontal_suture,eng30
04146504-n,n,school_bell,eng30
05721019-n,n,colored_hearing,eng30
01450081-n,n,berycomorphi,eng30
08315860-n,n,third_lateran_council,eng30
03763403-n,n,military_post,eng30
02369680-n,n,naked_mole_rat,eng30
04040540-n,n,radiation_pyrometer,eng30
10900730-n,n,mark_twain,eng30
02686568-n,n,aircraft,eng30
10701962-n,n,tenor_saxophonist,eng30
10869931-n,n,president_buchanan,eng30
01777649-n,n,ixodes_pacificus,eng30
09302400-n,n,heterocyclic_ring,eng30
12010458-n,n,genus_scolymus,eng30
09562704-n,n,mercury,eng30
09351408-n,n,mercury,eng30
05014308-n,n,mercury,eng30
05232691-n,n,glabella,eng30
01646802-n,n,american_toad,eng30
07657233-n,n,foreshank,eng30
09577308-n,n,phoebe,eng30
04885271-n,n,intemperance,eng30
01338537-n,n,rhinovirus,eng30
13510152-n,n,maceration,eng30
05130875-n,n,yardage,eng30
08859173-n,n,emerald_isle,eng30
00650743-n,n,mass_spectroscopy,eng30
02390640-n,n,african_wild_ass,eng30
11521145-n,n,typhoon,eng30
13147689-n,n,malvasia,eng30
10860807-n,n,omar_bradley,eng30
03718458-n,n,manor_house,eng30
12020388-n,n,tageteste,eng30
06205698-n,n,parochialism,eng30
08885773-n,n,northamptonshire,eng30
13786595-n,n,linear_operator,eng30
12973443-n,n,mucor,eng30
09352849-n,n,meteorite,eng30
04117464-n,n,rudder,eng30
04117216-n,n,rudder,eng30
13807178-n,n,future_perfect_tense,eng30
12181352-n,n,iliamna_remota,eng30
00562398-n,n,blocking,eng30
01376647-n,n,potato_scab_bacteria,eng30
07670147-n,n,picnic_shoulder,eng30
03356559-n,n,flamethrower,eng30
11023327-n,n,edward_everett_hale,eng30
13164763-n,n,shoot,eng30
00122954-n,n,shoot,eng30
10514255-n,n,referral,eng30
06672040-n,n,referral,eng30
00121904-n,n,referral,eng30
10306181-n,n,medico,eng30
06797169-n,n,indication,eng30
06797671-n,n,indication,eng30
06671818-n,n,indication,eng30
05816790-n,n,indication,eng30
11633284-n,n,austrocedrus_chilensis,eng30
04459909-n,n,towel_rail,eng30
10363445-n,n,noticer,eng30
10363360-n,n,noticer,eng30
12724201-n,n,salix,eng30
14370992-n,n,nosebleed,eng30
14089080-n,n,subclinical_absence,eng30
05673710-n,n,posthypnotic_amnesia,eng30
10002644-n,n,demoniac,eng30
03765128-n,n,milking_stool,eng30
00306318-n,n,terrain_flight,eng30
10390427-n,n,boxer,eng30
09870746-n,n,boxer,eng30
02108089-n,n,boxer,eng30
07842308-n,n,scrambled_eggs,eng30
01599269-n,n,northern_shrike,eng30
11916467-n,n,achillea,eng30
04706727-n,n,apparency,eng30
00037396-n,n,action,eng30
00952963-n,n,action,eng30
06373513-n,n,action,eng30
04835950-n,n,action,eng30
02677718-n,n,action,eng30
01182312-n,n,action,eng30
00576451-n,n,action,eng30
12190241-n,n,genus_ceiba,eng30
09631129-n,n,unwelcome_person,eng30
04823866-n,n,unclearness,eng30
09131428-n,n,toledo,eng30
09027292-n,n,toledo,eng30
04192361-n,n,sheltered_workshop,eng30
14855428-n,n,fecula,eng30
14062565-n,n,biliousness,eng30
02113335-n,n,poodle_dog,eng30
12067193-n,n,green_fringed_orchis,eng30
14092704-n,n,tardive_dyskinesia,eng30
