synset,resource,xref,misc,confidence
02016358-n,sumo,Bird,"⊂",
02016659-n,sumo,Bird,"⊂",
02016816-n,sumo,Bird,"⊂",
02016956-n,sumo,Bird,"⊂",
02017093-n,sumo,Bird,"⊂",
02017213-n,sumo,Bird,"⊂",
02017335-n,sumo,Bird,"⊂",
02017475-n,sumo,Bird,"⊂",
02017607-n,sumo,Bird,"⊂",
02017725-n,sumo,Bird,"⊂",
02017878-n,sumo,Bird,"⊂",
02018027-n,sumo,Bird,"⊂",
02018207-n,sumo,Bird,"⊂",
02018368-n,sumo,Bird,"⊂",
02018485-n,sumo,Bird,"⊂",
02018638-n,sumo,Bird,"⊂",
02018795-n,sumo,Bird,"⊂",
02019044-n,sumo,Bird,"⊂",
02019190-n,sumo,Bird,"⊂",
02019308-n,sumo,Bird,"⊂",
02019438-n,sumo,Bird,"⊂",
02019566-n,sumo,Bird,"⊂",
02019762-n,sumo,Bird,"⊂",
02019929-n,sumo,Bird,"⊂",
02020219-n,sumo,Bird,"⊂",
02020345-n,sumo,Bird,"⊂",
02020450-n,sumo,Bird,"⊂",
02020578-n,sumo,Bird,"⊂",
02020777-n,sumo,Bird,"⊂",
02020902-n,sumo,Bird,"⊂",
02021050-n,sumo,Bird,"⊂",
02021281-n,sumo,Bird,"⊂",
02021438-n,sumo,Bird,"⊂",
02021795-n,sumo,Bird,"⊂",
02022135-n,sumo,Bird,"⊂",
02022498-n,sumo,Bird,"⊂",
02022684-n,sumo,Bird,"⊂",
02023133-n,sumo,Bird,"⊂",
02023341-n,sumo,Bird,"⊂",
02023664-n,sumo,Bird,"⊂",
02023855-n,sumo,Bird,"⊂",
02023992-n,sumo,Bird,"⊂",
02024185-n,sumo,Bird,"⊂",
02024353-n,sumo,Bird,"⊂",
02024479-n,sumo,Bird,"⊂",
02024636-n,sumo,Bird,"⊂",
02024763-n,sumo,Bird,"⊂",
02024923-n,sumo,Bird,"⊂",
02025043-n,sumo,Bird,"⊂",
02025239-n,sumo,Bird,"⊂",
02025389-n,sumo,Bird,"⊂",
02025530-n,sumo,Bird,"⊂",
02026059-n,sumo,Bird,"⊂",
02026498-n,sumo,Bird,"⊂",
02026629-n,sumo,Bird,"⊂",
02026798-n,sumo,Bird,"⊂",
02026948-n,sumo,Bird,"⊂",
02027075-n,sumo,Bird,"⊂",
02027209-n,sumo,Bird,"⊂",
02027357-n,sumo,Bird,"⊂",
02027492-n,sumo,Bird,"⊂",
02027730-n,sumo,Bird,"⊂",
02027897-n,sumo,Bird,"⊂",
02028035-n,sumo,Bird,"⊂",
02028175-n,sumo,Bird,"⊂",
02028342-n,sumo,Bird,"⊂",
02028451-n,sumo,Bird,"⊂",
02028556-n,sumo,Bird,"⊂",
02028727-n,sumo,Bird,"⊂",
02028900-n,sumo,Bird,"⊂",
02029087-n,sumo,Bird,"⊂",
02029243-n,sumo,Bird,"⊂",
02029378-n,sumo,Bird,"⊂",
02029571-n,sumo,Bird,"⊂",
02029706-n,sumo,Bird,"⊂",
02029914-n,sumo,Bird,"⊂",
02030035-n,sumo,Bird,"⊂",
02030224-n,sumo,Bird,"⊂",
02030287-n,sumo,Bird,"⊂",
02030442-n,sumo,Bird,"⊂",
02030568-n,sumo,Bird,"⊂",
02030709-n,sumo,Bird,"⊂",
02030837-n,sumo,Bird,"⊂",
02030996-n,sumo,Bird,"⊂",
02031143-n,sumo,Bird,"⊂",
02031298-n,sumo,Bird,"⊂",
02031455-n,sumo,Bird,"⊂",
02031585-n,sumo,Bird,"⊂",
02031752-n,sumo,Bird,"⊂",
02031934-n,sumo,Bird,"⊂",
02032222-n,sumo,Bird,"⊂",
02032355-n,sumo,Bird,"⊂",
02032480-n,sumo,Bird,"⊂",
02032646-n,sumo,Bird,"⊂",
02032769-n,sumo,Bird,"⊂",
02032915-n,sumo,Bird,"⊂",
02033041-n,sumo,Bird,"⊂",
02033208-n,sumo,Bird,"⊂",
02033324-n,sumo,Bird,"⊂",
02033444-n,sumo,Bird,"⊂",
02033561-n,sumo,Bird,"⊂",
02033779-n,sumo,Bird,"⊂",
02033882-n,sumo,Bird,"⊂",
02034016-n,sumo,Bird,"⊂",
02034129-n,sumo,Bird,"⊂",
02034295-n,sumo,Bird,"⊂",
02034394-n,sumo,Bird,"⊂",
02034661-n,sumo,Bird,"⊂",
02034971-n,sumo,Bird,"⊂",
02035210-n,sumo,Bird,"⊂",
02035402-n,sumo,Bird,"⊂",
02035656-n,sumo,Bird,"⊂",
02035845-n,sumo,Bird,"⊂",
02036053-n,sumo,Bird,"⊂",
02036228-n,sumo,Bird,"⊂",
02036399-n,sumo,Bird,"⊂",
02036548-n,sumo,Bird,"⊂",
02036711-n,sumo,Bird,"⊂",
02036864-n,sumo,Bird,"⊂",
02036982-n,sumo,Bird,"⊂",
02037110-n,sumo,Bird,"⊂",
02037278-n,sumo,Bird,"⊂",
02037464-n,sumo,Bird,"⊂",
02037713-n,sumo,Bird,"⊂",
02037869-n,sumo,Bird,"⊂",
02038010-n,sumo,Bird,"⊂",
02038141-n,sumo,Bird,"⊂",
02038329-n,sumo,Bird,"⊂",
02038466-n,sumo,Bird,"⊂",
02038617-n,sumo,Bird,"⊂",
02038837-n,sumo,Bird,"⊂",
02038993-n,sumo,Bird,"⊂",
02039171-n,sumo,Bird,"⊂",
02039377-n,sumo,Bird,"⊂",
02039497-n,sumo,Bird,"⊂",
02039660-n,sumo,Bird,"⊂",
02039780-n,sumo,Bird,"⊂",
02039942-n,sumo,Bird,"⊂",
02040113-n,sumo,Bird,"⊂",
02040266-n,sumo,Bird,"⊂",
02040505-n,sumo,Bird,"⊂",
02040698-n,sumo,Bird,"⊂",
02040872-n,sumo,Bird,"⊂",
02041085-n,sumo,Bird,"⊂",
02041246-n,sumo,Bird,"⊂",
02041492-n,sumo,Bird,"⊂",
02041678-n,sumo,Bird,"⊂",
02041875-n,sumo,Bird,"⊂",
02042046-n,sumo,Bird,"⊂",
02042180-n,sumo,Bird,"⊂",
02042342-n,sumo,Bird,"⊂",
02042472-n,sumo,Bird,"⊂",
02042637-n,sumo,Bird,"⊂",
02042759-n,sumo,Bird,"⊂",
02042923-n,sumo,Bird,"⊂",
02043063-n,sumo,Bird,"⊂",
02043207-n,sumo,Bird,"⊂",
02043333-n,sumo,Bird,"⊂",
02043497-n,sumo,Bird,"⊂",
02043659-n,sumo,Bird,"⊂",
02043808-n,sumo,Bird,"⊂",
02043999-n,sumo,Bird,"⊂",
02044178-n,sumo,Bird,"⊂",
02044358-n,sumo,Bird,"⊂",
02044517-n,sumo,Bird,"⊂",
02044659-n,sumo,Bird,"⊂",
02044778-n,sumo,Bird,"⊂",
02044908-n,sumo,Bird,"⊂",
02045024-n,sumo,Bird,"⊂",
02045369-n,sumo,Bird,"⊂",
02045596-n,sumo,Bird,"⊂",
02045705-n,sumo,Bird,"⊂",
02045864-n,sumo,Bird,"⊂",
02046045-n,sumo,Bird,"⊂",
02046171-n,sumo,Bird,"⊂",
02046321-n,sumo,Bird,"⊂",
02046442-n,sumo,Bird,"⊂",
02046613-n,sumo,Bird,"⊂",
02046759-n,sumo,Bird,"⊂",
02046939-n,sumo,Bird,"⊂",
02047045-n,sumo,Bird,"⊂",
02047152-n,sumo,Bird,"⊂",
02047260-n,sumo,Bird,"⊂",
02047411-n,sumo,Bird,"⊂",
02047517-n,sumo,Bird,"⊂",
02047614-n,sumo,Bird,"⊂",
02047835-n,sumo,Bird,"⊂",
02047975-n,sumo,Bird,"⊂",
02048115-n,sumo,Bird,"⊂",
02048242-n,sumo,Bird,"⊂",
02048353-n,sumo,Bird,"⊂",
02048514-n,sumo,Bird,"⊂",
02048698-n,sumo,Bird,"⊂",
02048832-n,sumo,Bird,"⊂",
02048952-n,sumo,Bird,"⊂",
02049088-n,sumo,Bird,"⊂",
02049299-n,sumo,Bird,"⊂",
02049532-n,sumo,Bird,"⊂",
02049672-n,sumo,Bird,"⊂",
02049855-n,sumo,Bird,"⊂",
02050004-n,sumo,Bird,"⊂",
02050313-n,sumo,Bird,"⊂",
02050442-n,sumo,Bird,"⊂",
02050586-n,sumo,Bird,"⊂",
02050809-n,sumo,Bird,"⊂",
02050921-n,sumo,Bird,"⊂",
02051059-n,sumo,Bird,"⊂",
02051213-n,sumo,Bird,"⊂",
02051474-n,sumo,Bird,"⊂",
02051701-n,sumo,Bird,"⊂",
02051845-n,sumo,Bird,"⊂",
02052044-n,sumo,Bird,"⊂",
02052204-n,sumo,Bird,"⊂",
02052365-n,sumo,Bird,"⊂",
02052511-n,sumo,Bird,"⊂",
02052639-n,sumo,Bird,"⊂",
02052775-n,sumo,Bird,"⊂",
02052936-n,sumo,Bird,"⊂",
02053083-n,sumo,Bird,"⊂",
02053279-n,sumo,Bird,"⊂",
02053425-n,sumo,Bird,"⊂",
02053584-n,sumo,Bird,"⊂",
02053720-n,sumo,Bird,"⊂",
02053859-n,sumo,Bird,"⊂",
02054036-n,sumo,Bird,"⊂",
02054251-n,sumo,Bird,"⊂",
02054376-n,sumo,Bird,"⊂",
02054502-n,sumo,Bird,"⊂",
02054711-n,sumo,Bird,"⊂",
02054834-n,sumo,Bird,"⊂",
02054966-n,sumo,Bird,"⊂",
02055107-n,sumo,Bird,"⊂",
02055280-n,sumo,Bird,"⊂",
02055431-n,sumo,Bird,"⊂",
02055658-n,sumo,Bird,"⊂",
02055803-n,sumo,Bird,"⊂",
02056091-n,sumo,Bird,"⊂",
02056228-n,sumo,Bird,"⊂",
02056421-n,sumo,Bird,"⊂",
02056570-n,sumo,Bird,"⊂",
02056728-n,sumo,Bird,"⊂",
02056873-n,sumo,Bird,"⊂",
02057035-n,sumo,Bird,"⊂",
02057208-n,sumo,Bird,"⊂",
02057330-n,sumo,Bird,"⊂",
02057478-n,sumo,Bird,"⊂",
02057731-n,sumo,Bird,"⊂",
02057898-n,sumo,Bird,"⊂",
02058074-n,sumo,Bird,"⊂",
02058221-n,sumo,Bird,"⊂",
02058453-n,sumo,Bird,"⊂",
02058594-n,sumo,Bird,"⊂",
02058747-n,sumo,Bird,"⊂",
02058933-n,sumo,Bird,"⊂",
02059162-n,sumo,Bird,"⊂",
02059393-n,sumo,Bird,"⊂",
02059541-n,sumo,Bird,"⊂",
02059723-n,sumo,Bird,"⊂",
02059852-n,sumo,Bird,"⊂",
02060016-n,sumo,Bird,"⊂",
02060133-n,sumo,Bird,"⊂",
02060290-n,sumo,Bird,"⊂",
02060411-n,sumo,Bird,"⊂",
02060569-n,sumo,Bird,"⊂",
02060719-n,sumo,Bird,"⊂",
02060889-n,sumo,Bird,"⊂",
02061073-n,sumo,Bird,"⊂",
02061217-n,sumo,Bird,"⊂",
02061425-n,sumo,Bird,"⊂",
02061560-n,sumo,Bird,"⊂",
02061716-n,sumo,Bird,"⊂",
02061853-n,sumo,Bird,"⊂",
02062017-n,sumo,AquaticMammal,=,
02062209-n,sumo,AquaticMammal,"⊂",
02062430-n,sumo,AquaticMammal,"⊂",
02062744-n,sumo,AquaticMammal,"⊂",
02062991-n,sumo,AquaticMammal,"⊂",
02063224-n,sumo,AquaticMammal,"⊂",
02063516-n,sumo,AquaticMammal,"⊂",
02063662-n,sumo,AquaticMammal,"⊂",
02063846-n,sumo,AquaticMammal,"⊂",
02064000-n,sumo,AquaticMammal,"⊂",
02064154-n,sumo,AquaticMammal,"⊂",
02064338-n,sumo,AquaticMammal,"⊂",
02064608-n,sumo,AquaticMammal,"⊂",
02064816-n,sumo,AquaticMammal,"⊂",
02065026-n,sumo,AquaticMammal,"⊂",
02065263-n,sumo,AquaticMammal,"⊂",
02065407-n,sumo,AquaticMammal,"⊂",
02065599-n,sumo,AquaticMammal,"⊂",
02065726-n,sumo,AquaticMammal,"⊂",
02065932-n,sumo,AquaticMammal,"⊂",
02066086-n,sumo,AquaticMammal,"⊂",
02066245-n,sumo,AquaticMammal,"⊂",
02066450-n,sumo,AquaticMammal,"⊂",
02066707-n,sumo,AquaticMammal,"⊂",
02066950-n,sumo,AquaticMammal,"⊂",
02067100-n,sumo,AquaticMammal,"⊂",
02067240-n,sumo,AquaticMammal,"⊂",
02067462-n,sumo,AquaticMammal,"⊂",
02067603-n,sumo,AquaticMammal,"⊂",
02067768-n,sumo,AquaticMammal,"⊂",
02067941-n,sumo,AquaticMammal,"⊂",
02068206-n,sumo,AquaticMammal,"⊂",
02068408-n,sumo,AquaticMammal,"⊂",
02068541-n,sumo,AquaticMammal,"⊂",
02068735-n,sumo,AquaticMammal,"⊂",
02068974-n,sumo,AquaticMammal,"⊂",
02069271-n,sumo,AquaticMammal,"⊂",
02069412-n,sumo,AquaticMammal,"⊂",
02069569-n,sumo,AquaticMammal,"⊂",
02069701-n,sumo,AquaticMammal,"⊂",
02069974-n,sumo,AquaticMammal,"⊂",
02070174-n,sumo,AquaticMammal,"⊂",
02070311-n,sumo,AquaticMammal,"⊂",
02070430-n,sumo,AquaticMammal,"⊂",
02070624-n,sumo,AquaticMammal,"⊂",
02070776-n,sumo,AquaticMammal,"⊂",
02070923-n,sumo,AquaticMammal,"⊂",
02071028-n,sumo,AquaticMammal,"⊂",
02071173-n,sumo,AquaticMammal,"⊂",
02071294-n,sumo,AquaticMammal,"⊂",
02071506-n,sumo,AquaticMammal,"⊂",
02071636-n,sumo,AquaticMammal,"⊂",
02071905-n,sumo,AquaticMammal,"⊂",
02072040-n,sumo,AquaticMammal,"⊂",
02072209-n,sumo,AquaticMammal,"⊂",
02072355-n,sumo,AquaticMammal,"⊂",
02072493-n,sumo,AquaticMammal,"⊂",
02072665-n,sumo,AquaticMammal,"⊂",
02072798-n,sumo,AquaticMammal,"⊂",
02072953-n,sumo,AquaticMammal,"⊂",
02073041-n,sumo,AquaticMammal,"⊂",
02073250-n,sumo,AquaticMammal,"⊂",
02073532-n,sumo,AquaticMammal,"⊂",
02073679-n,sumo,AquaticMammal,"⊂",
02073831-n,sumo,AquaticMammal,"⊂",
02074004-n,sumo,AquaticMammal,"⊂",
02074214-n,sumo,AquaticMammal,"⊂",
02074367-n,sumo,AquaticMammal,"⊂",
02074542-n,sumo,AquaticMammal,"⊂",
02074726-n,sumo,AquaticMammal,"⊂",
02074915-n,sumo,Carnivore,=,
02075296-n,sumo,Carnivore,"⊂",
02075612-n,sumo,Animal,"⊂",
02075727-n,sumo,Carnivore,"⊂",
02075927-n,sumo,Carnivore,"⊂",
02076196-n,sumo,Carnivore,"⊂",
02076402-n,sumo,Carnivore,"⊂",
02076535-n,sumo,Carnivore,"⊂",
02076779-n,sumo,Carnivore,"⊂",
02077023-n,sumo,Carnivore,"⊂",
02077152-n,sumo,Carnivore,"⊂",
02077384-n,sumo,Carnivore,"⊂",
02077533-n,sumo,Carnivore,"⊂",
02077658-n,sumo,Carnivore,"⊂",
02077787-n,sumo,Carnivore,"⊂",
02077923-n,sumo,Carnivore,"⊂",
02078159-n,sumo,Carnivore,"⊂",
02078292-n,sumo,Carnivore,"⊂",
02078436-n,sumo,Carnivore,"⊂",
02078574-n,sumo,Carnivore,"⊂",
02078738-n,sumo,Carnivore,"⊂",
02078882-n,sumo,Carnivore,"⊂",
02079005-n,sumo,Carnivore,"⊂",
02079170-n,sumo,Carnivore,"⊂",
02079389-n,sumo,Carnivore,"⊂",
02079706-n,sumo,Carnivore,"⊂",
02079851-n,sumo,Carnivore,"⊂",
02080022-n,sumo,Carnivore,"⊂",
02080146-n,sumo,Carnivore,"⊂",
02080291-n,sumo,Carnivore,"⊂",
02080415-n,sumo,Carnivore,"⊂",
02080586-n,sumo,Carnivore,"⊂",
02080713-n,sumo,Carnivore,"⊂",
02080934-n,sumo,Carnivore,"⊂",
02081060-n,sumo,Carnivore,"⊂",
02081282-n,sumo,Carnivore,"⊂",
02081423-n,sumo,Carnivore,"⊂",
02081571-n,sumo,Carnivore,"⊂",
02081798-n,sumo,Carnivore,"⊂",
02081927-n,sumo,Carnivore,"⊂",
02082056-n,sumo,Carnivore,"⊂",
02082190-n,sumo,Carnivore,"⊂",
02082358-n,sumo,Carnivore,"⊂",
02082498-n,sumo,Carnivore,"⊂",
02082632-n,sumo,Carnivore,"⊂",
02082791-n,sumo,Carnivore,"⊂",
02083038-n,sumo,Canine,=,
02083346-n,sumo,Canine,=,
02083672-n,sumo,Canine,"⊂",
02083780-n,sumo,Canine,"⊂",
02083863-n,sumo,Canine,=,
02084071-n,sumo,Canine,"⊂",
02084732-n,sumo,Canine,"⊂",
02084861-n,sumo,Canine,"⊂",
02085019-n,sumo,Canine,"⊂",
02085118-n,sumo,Canine,"⊂",
02085272-n,sumo,Canine,"⊂",
02085374-n,sumo,Canine,"⊂",
02085620-n,sumo,Canine,"⊂",
02085782-n,sumo,Canine,"⊂",
02085936-n,sumo,Canine,"⊂",
02086079-n,sumo,Canine,"⊂",
02086240-n,sumo,Canine,"⊂",
02086346-n,sumo,Canine,"⊂",
02086478-n,sumo,Canine,"⊂",
02086646-n,sumo,Canine,"⊂",
02086753-n,sumo,Canine,"⊂",
02086910-n,sumo,Canine,"⊂",
02087046-n,sumo,Canine,"⊂",
02087122-n,sumo,Canine,"⊂",
02087314-n,sumo,Bird,"⊂",
02087394-n,sumo,Canine,"⊂",
02087551-n,sumo,Canine,"⊂",
02088094-n,sumo,Canine,"⊂",
02088238-n,sumo,Canine,"⊂",
02088364-n,sumo,Canine,"⊂",
02088466-n,sumo,Canine,"⊂",
02088632-n,sumo,Canine,"⊂",
02088745-n,sumo,Canine,"⊂",
02088839-n,sumo,Canine,"⊂",
02088992-n,sumo,Canine,"⊂",
02089078-n,sumo,Canine,"⊂",
02089232-n,sumo,Canine,"⊂",
02089468-n,sumo,Canine,"⊂",
02089555-n,sumo,Canine,"⊂",
02089725-n,sumo,Canine,"⊂",
02089867-n,sumo,Canine,"⊂",
02089973-n,sumo,Canine,"⊂",
02090129-n,sumo,Canine,"⊂",
02090253-n,sumo,Canine,"⊂",
02090379-n,sumo,Canine,"⊂",
02090475-n,sumo,Canine,"⊂",
02090622-n,sumo,Canine,"⊂",
02090721-n,sumo,Canine,"⊂",
02090827-n,sumo,Canine,"⊂",
02091032-n,sumo,Canine,"⊂",
02091134-n,sumo,Canine,"⊂",
02091244-n,sumo,Canine,"⊂",
02091467-n,sumo,Canine,"⊂",
02091635-n,sumo,Canine,"⊂",
02091831-n,sumo,Canine,"⊂",
02092002-n,sumo,Canine,"⊂",
02092173-n,sumo,Canine,"⊂",
02092339-n,sumo,Canine,"⊂",
02092468-n,sumo,Canine,"⊂",
02093056-n,sumo,Canine,"⊂",
02093256-n,sumo,Canine,"⊂",
02093428-n,sumo,Canine,"⊂",
02093647-n,sumo,Canine,"⊂",
02093754-n,sumo,Canine,"⊂",
02093859-n,sumo,Canine,"⊂",
02093991-n,sumo,Canine,"⊂",
02094114-n,sumo,Canine,"⊂",
02094258-n,sumo,Canine,"⊂",
02094433-n,sumo,Canine,"⊂",
02094562-n,sumo,Canine,"⊂",
02094721-n,sumo,Canine,"⊂",
02094931-n,sumo,Canine,"⊂",
02095050-n,sumo,Canine,"⊂",
02095212-n,sumo,Canine,"⊂",
02095314-n,sumo,Canine,"⊂",
02095412-n,sumo,Canine,"⊂",
02095570-n,sumo,Canine,"⊂",
02095727-n,sumo,Canine,"⊂",
02095889-n,sumo,Canine,"⊂",
02096051-n,sumo,Canine,"⊂",
02096177-n,sumo,Canine,"⊂",
02096294-n,sumo,Canine,"⊂",
02096437-n,sumo,Canine,"⊂",
02096585-n,sumo,Canine,"⊂",
02096756-n,sumo,Canine,"⊂",
02097047-n,sumo,Canine,"⊂",
02097130-n,sumo,Canine,"⊂",
02097209-n,sumo,Canine,"⊂",
02097298-n,sumo,Canine,"⊂",
02097474-n,sumo,Canine,"⊂",
02097658-n,sumo,Canine,"⊂",
02097786-n,sumo,Canine,"⊂",
02097967-n,sumo,Canine,"⊂",
02098105-n,sumo,Canine,"⊂",
02098286-n,sumo,Canine,"⊂",
02098413-n,sumo,Canine,"⊂",
02098550-n,sumo,Canine,"⊂",
02098806-n,sumo,Canine,"⊂",
02098906-n,sumo,Canine,"⊂",
02099029-n,sumo,Canine,"⊂",
02099267-n,sumo,Canine,"⊂",
02099429-n,sumo,Canine,"⊂",
02099601-n,sumo,Canine,"⊂",
02099712-n,sumo,Canine,"⊂",
02099849-n,sumo,Canine,"⊂",
02099997-n,sumo,Canine,"⊂",
02100236-n,sumo,Canine,"⊂",
02100399-n,sumo,Canine,"⊂",
02100583-n,sumo,Canine,"⊂",
02100735-n,sumo,Canine,"⊂",
02100877-n,sumo,Canine,"⊂",
02101006-n,sumo,Canine,"⊂",
02101108-n,sumo,Canine,"⊂",
02101388-n,sumo,Canine,"⊂",
02101556-n,sumo,Canine,"⊂",
02101670-n,sumo,Canine,"⊂",
02101861-n,sumo,Canine,"⊂",
02102040-n,sumo,Canine,"⊂",
02102177-n,sumo,Canine,"⊂",
02102318-n,sumo,Canine,"⊂",
02102480-n,sumo,Canine,"⊂",
02102605-n,sumo,Canine,"⊂",
02102806-n,sumo,Canine,"⊂",
02102973-n,sumo,Canine,"⊂",
02103181-n,sumo,Canine,"⊂",
02103406-n,sumo,Canine,"⊂",
02103841-n,sumo,Canine,"⊂",
02104029-n,sumo,Canine,"⊂",
02104184-n,sumo,Canine,"⊂",
02104280-n,sumo,Canine,"⊂",
02104365-n,sumo,Canine,"⊂",
02104523-n,sumo,Canine,"⊂",
02104882-n,sumo,Canine,"⊂",
02105056-n,sumo,Canine,"⊂",
02105162-n,sumo,Canine,"⊂",
02105251-n,sumo,Canine,"⊂",
02105412-n,sumo,Canine,"⊂",
02105505-n,sumo,Canine,"⊂",
02105641-n,sumo,Canine,"⊂",
02105855-n,sumo,Working,=,
02106030-n,sumo,Canine,"⊂",
02106166-n,sumo,Canine,"⊂",
02106382-n,sumo,Canine,"⊂",
02106550-n,sumo,Canine,"⊂",
02106662-n,sumo,Canine,"⊂",
02106854-n,sumo,Canine,"⊂",
02106966-n,sumo,Canine,"⊂",
02107142-n,sumo,Canine,"⊂",
02107312-n,sumo,Canine,"⊂",
02107420-n,sumo,Canine,"⊂",
02107574-n,sumo,Canine,"⊂",
02107683-n,sumo,Canine,"⊂",
02107908-n,sumo,Canine,"⊂",
02108000-n,sumo,Canine,"⊂",
02108089-n,sumo,Canine,"⊂",
02108254-n,sumo,Canine,"⊂",
02108422-n,sumo,Canine,"⊂",
02108551-n,sumo,Canine,"⊂",
02108672-n,sumo,Canine,"⊂",
02108915-n,sumo,Canine,"⊂",
02109047-n,sumo,Canine,"⊂",
02109150-n,sumo,Canine,"⊂",
02109256-n,sumo,Canine,"⊂",
02109391-n,sumo,Canine,"⊂",
02109525-n,sumo,Canine,"⊂",
02109687-n,sumo,Canine,"⊂",
02109811-n,sumo,Canine,"⊂",
02109961-n,sumo,Canine,"⊂",
02110063-n,sumo,Canine,"⊂",
02110185-n,sumo,Canine,"⊂",
02110341-n,sumo,Canine,"⊂",
02110532-n,sumo,Canine,"⊂",
02110627-n,sumo,Canine,"⊂",
02110806-n,sumo,Canine,"⊂",
02110958-n,sumo,Canine,"⊂",
02111129-n,sumo,Canine,"⊂",
02111277-n,sumo,Canine,"⊂",
02111500-n,sumo,Canine,"⊂",
02111626-n,sumo,Canine,"⊂",
02111889-n,sumo,Canine,"⊂",
02112018-n,sumo,Canine,"⊂",
02112137-n,sumo,Canine,"⊂",
02112350-n,sumo,Canine,"⊂",
02112497-n,sumo,Canine,"⊂",
02112706-n,sumo,Canine,"⊂",
02112826-n,sumo,Canine,"⊂",
02113023-n,sumo,Canine,"⊂",
02113186-n,sumo,Canine,"⊂",
02113335-n,sumo,Canine,"⊂",
02113624-n,sumo,Canine,"⊂",
02113712-n,sumo,Canine,"⊂",
02113799-n,sumo,Canine,"⊂",
02113892-n,sumo,Canine,"⊂",
02113978-n,sumo,Canine,"⊂",
02114100-n,sumo,Canine,"⊂",
02114367-n,sumo,Canine,"⊂",
02114548-n,sumo,Canine,"⊂",
02114712-n,sumo,Canine,"⊂",
02114855-n,sumo,Canine,"⊂",
02115012-n,sumo,Canine,"⊂",
02115096-n,sumo,Canine,"⊂",
02115335-n,sumo,Canine,"⊂",
02115641-n,sumo,Canine,"⊂",
02115775-n,sumo,Canine,"⊂",
02115913-n,sumo,Canine,"⊂",
02116079-n,sumo,Canine,"⊂",
02116185-n,sumo,Canine,"⊂",
02116322-n,sumo,Canine,"⊂",
02116450-n,sumo,Canine,"⊂",
02116630-n,sumo,Canine,"⊂",
02116738-n,sumo,Canine,"⊂",
02116959-n,sumo,Canine,"⊂",
02117135-n,sumo,Canine,"⊂",
02117369-n,sumo,Canine,"⊂",
02117512-n,sumo,Canine,"⊂",
02117646-n,sumo,Canine,"⊂",
02117772-n,sumo,Canine,"⊂",
02117900-n,sumo,Canine,"⊂",
02118058-n,sumo,Canine,"⊂",
02118176-n,sumo,Canine,"⊂",
02118333-n,sumo,Fox,"⊂",
02118643-n,sumo,Fox,"⊂",
02118707-n,sumo,Canine,"⊂",
02118854-n,sumo,Canine,"⊂",
02119022-n,sumo,Canine,"⊂",
02119247-n,sumo,Canine,"⊂",
02119359-n,sumo,Canine,"⊂",
02119477-n,sumo,Canine,"⊂",
02119634-n,sumo,Canine,"⊂",
02119789-n,sumo,Canine,"⊂",
02119961-n,sumo,Canine,"⊂",
02120079-n,sumo,Canine,"⊂",
02120278-n,sumo,Canine,"⊂",
02120387-n,sumo,Canine,"⊂",
02120505-n,sumo,Canine,"⊂",
02120692-n,sumo,Feline,=,
02120997-n,sumo,Feline,=,
02121234-n,sumo,Feline,"⊂",
02121620-n,sumo,Feline,"⊂",
02121808-n,sumo,Feline,"⊂",
02122298-n,sumo,Feline,"⊂",
02122430-n,sumo,Feline,"⊂",
02122510-n,sumo,Feline,"⊂",
02122580-n,sumo,Feline,"⊂",
02122725-n,sumo,Feline,"⊂",
02122810-n,sumo,Feline,"⊂",
02122878-n,sumo,Feline,"⊂",
02122948-n,sumo,Feline,"⊂",
02123045-n,sumo,Feline,"⊂",
02123159-n,sumo,Feline,"⊂",
02123242-n,sumo,Feline,"⊂",
02123394-n,sumo,Feline,"⊂",
02123478-n,sumo,Feline,"⊂",
02123597-n,sumo,Feline,"⊂",
02123785-n,sumo,Feline,"⊂",
02123917-n,sumo,Feline,"⊂",
02124075-n,sumo,Feline,"⊂",
02124157-n,sumo,Feline,"⊂",
02124313-n,sumo,Feline,"⊂",
02124484-n,sumo,Feline,"⊂",
02124623-n,sumo,Feline,"⊂",
02125010-n,sumo,Feline,"⊂",
02125081-n,sumo,Feline,"⊂",
02125311-n,sumo,Feline,"⊂",
02125494-n,sumo,Feline,"⊂",
02125689-n,sumo,Feline,"⊂",
02125872-n,sumo,Feline,"⊂",
02126028-n,sumo,Feline,"⊂",
02126139-n,sumo,Feline,"⊂",
02126317-n,sumo,Feline,"⊂",
02126465-n,sumo,Feline,"⊂",
02126640-n,sumo,Feline,"⊂",
02126787-n,sumo,Feline,"⊂",
02126951-n,sumo,Feline,"⊂",
02127052-n,sumo,Feline,"⊂",
02127292-n,sumo,Feline,"⊂",
02127381-n,sumo,Feline,"⊂",
02127482-n,sumo,Feline,"⊂",
02127586-n,sumo,Feline,"⊂",
02127678-n,sumo,Feline,"⊂",
02127808-n,sumo,Feline,"⊂",
02128120-n,sumo,Feline,"⊂",
02128385-n,sumo,Feline,"⊂",
02128598-n,sumo,Feline,"⊂",
02128669-n,sumo,Feline,"⊂",
02128757-n,sumo,Feline,"⊂",
02128925-n,sumo,Feline,"⊂",
02129165-n,sumo,Feline,"⊂",
02129463-n,sumo,Feline,"⊂",
02129530-n,sumo,NonFullyFormed,"⊂",
02129604-n,sumo,Feline,"⊂",
02129837-n,sumo,Feline,"⊂",
02129923-n,sumo,Feline,"⊂",
